0.01, 0, 0.001726157, 0
0.05, -1, 0.021918765, -3.6
0.1, -2, 0.177290936, -3.6
0.15, -3, 1.278653689, -3.6
0.2, -4, 9.085714055, -3.6
0.25, -5, 64.42641933, -3.6
0.3, -6, 456.7115455, -3.6
0.31, -7, 675.7009515, -3.6
0.35, -8, 3237.442645, -3.6
0.4, -9, 22948.78251, -3.6
