0.2, 0.41
0.4, 0.827
0.6, 1.235
0.8, 1.660
1.0, 2.084
1.2, 2.502
1.4, 2.920
1.6, 3.366
1.8, 3.792
2.0, 4.24
2.2, 4.67
2.4, 5.14
2.6, 5.61
2.8, 6.08
3.0, 6.08
