32, 8.05
35, 7.98
38, 7.94
41, 7.90
44, 7.86
47, 7.83
50, 7.82
53, 7.82
54, 7.83
55, 7.84
56, 7.85
57, 7.86
58, 7.88
59, 7.90
60, 7.92
63, 8.0
66, 8.13
69, 8.32
70, 8.40
71, 8.52
72, 8.60
73, 8.72
76, 9.05
79, 9.58
82, 10.41
85, 11.63
87, 12.88
88, 14.52
89, 16.28
90, 18.30
91, 21.9
92, 27.5
93, 29.4
96, 35.1
99, 33.3
100, 32.2
101, 31.1
102, 30.0
103, 28.8
106, 25.7
109, 22.8
112, 19.9
115, 17.63
118, 15.90
119, 15.35
120, 14.72
