43, 34
41, 33.5
38, 32.5
36, 32
32, 30
30, 29
28, 28
27, 27
26, 26
25, 25
24, 24
22, 22
20, 21
18, 18
15, 15
13, 12
9, 9
7, 7
5, 6
3, 3
1, 1
